target,coef_day,coef_weekday,intercept,rmse,r2
NMHC(GT),177.56348759909508,105.75951277528688,48.277779967322715,164.6070387047426,0.23036849152318628
PT08.S2(NMHC),220.27062082809033,134.8767678283873,730.302828400053,235.0829220618439,0.2334247387300714
C6H6(GT),5.69109725059734,3.992508766831184,4.326185346637125,6.696062182486566,0.2197084151509231
